City ID,City,Country,Date,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed
1,bredasdorp,za,1522771200,44,68,-136.11151584997566,18.88963391621668,69.8,13.87
2,albany,au,1522772880,90,59,-172.89283498106371,77.40196152302994,44.6,12.75
3,ushuaia,ar,1522771200,40,81,-176.7088973672342,-86.14916422368879,46.4,7.18
4,scarborough,gb,1522770600,20,81,55.808524817256966,1.158911008497256,57.2,8.05
5,dikson,ru,1522775107,0,65,112.92987811231637,63.97247269252159,-8.18,11.21
6,longyearbyen,sj,1522770600,20,51,172.57626107867713,40.942159690421164,10.4,11.41
7,maniitsoq,gl,1522775525,0,92,61.041011598411814,-57.6265958185963,29.99,3.6
8,port elizabeth,za,1522774500,90,93,-115.07724020948956,45.92500482062178,44.6,9.17
9,narsaq,gl,1522774200,40,30,93.71846993179372,-60.38239451485046,42.8,6.93
10,camacha,pt,1522773000,20,55,38.53084287305228,-15.66305960003578,68.0,13.87
11,vardo,no,1522774020,90,70,77.85654396189517,33.72571100386821,50.0,9.17
12,ribeira grande,pt,1522773000,20,55,36.76244864593187,-28.958805580136783,62.6,16.11
13,itarema,br,1522775412,36,97,8.885307223008596,-36.01306857636806,81.38,9.31
14,sinnamary,gf,1522775533,56,90,15.330923347560429,-46.79521368178497,82.01,8.97
15,bud,no,1522774200,0,38,72.91345381124111,3.0193646063429895,39.2,8.05
16,pocone,br,1522775606,20,84,-16.710863578806652,-57.21636254695611,86.51,3.6
17,hithadhoo,mv,1522775137,56,100,-11.864236167984672,85.847073253048,84.71,5.39
18,saint-philippe,re,1522772100,90,38,-59.52059369409329,72.35764572423736,44.6,2.24
19,castro,cl,1522774854,92,95,-48.33876944053259,-81.51264077102616,58.88,12.21
20,sao joao da barra,br,1522771200,20,49,-31.918401863616054,-25.061070589802597,91.4,17.02
21,east london,za,1522771200,0,94,-40.822394597440166,32.49056174169834,69.8,5.82
22,saint george,bm,1522772400,0,67,30.35938200466981,-60.96937719051314,59.0,6.93
23,tasiilaq,gl,1522774200,90,67,73.04107208421328,-39.85425359866123,23.0,14.99
24,tineo,es,1522774800,40,34,43.457973982258494,-6.391385655196501,64.4,19.46
25,port alfred,za,1522774978,44,95,-85.53280692228981,39.89071161556652,70.13,3.04
26,gonbad-e qabus,ir,1522775611,0,88,37.328973695198925,54.7500348304695,53.21,2.37
27,ilulissat,gl,1522774200,20,78,79.36737626379471,-42.056249625186716,15.8,1.12
28,yar-sale,ru,1522775613,64,72,68.3471247227157,71.50553309249452,1.37,12.66
29,nioro,ml,1522775613,0,24,15.925718959065307,-10.654087651935185,99.11,5.61
30,upernavik,gl,1522775447,80,100,110.44338951275341,-42.95001459462565,18.65,9.42
31,itacare,br,1522771200,20,66,-14.31879914496983,-37.46156785222387,86.0,6.93
32,san luis,ar,1522775402,0,40,-32.89242630666743,-66.79785187730816,85.52,7.07
33,surt,ly,1522775627,0,84,30.77942864404065,16.279610476095513,62.21,14.34
34,qaanaaq,gl,1522774991,0,84,117.86971563029948,-59.299295555861875,4.97,9.98
35,encruzilhada do sul,br,1522775619,48,84,-30.886514919993516,-52.5182670650838,76.79,4.27
36,grindavik,is,1522773000,75,50,52.90386694006102,-31.318910890718307,30.2,12.75
37,clyde river,ca,1522773420,90,78,71.28903408676169,-65.93754100038159,10.4,10.29
38,puerto el triunfo,sv,1522774200,20,66,11.159825641236779,-89.47932892523508,87.8,10.29
39,miquelon,pm,1522774800,40,43,47.25089311178428,-56.59331113835611,35.6,17.22
40,cidreira,br,1522775630,100,95,-56.209800144584435,-25.019088693201397,72.47,5.39
41,williamsport,us,1522774440,90,93,41.50103655259801,-77.06731105540794,39.2,10.29
42,mar del plata,ar,1522774457,56,56,-63.027889247374404,-29.291377620142157,66.71,2.26
43,arraial do cabo,br,1522774800,20,53,-41.30640921676749,-29.57316523456369,95.0,9.17
44,benguela,ao,1522771200,20,74,-13.021496000867216,11.755676156011873,84.2,9.17
45,hermanus,za,1522775029,8,69,-136.4170887370031,2.698607395844732,67.34,5.28
46,togur,ru,1522775625,12,73,60.907620166149286,82.95881542515738,8.84,9.42
47,caravelas,br,1522775626,0,100,-21.115410042641088,-32.19234090516836,81.47,12.44
48,kruisfontein,za,1522775635,20,98,-77.67204677847039,27.284054425490922,67.52,9.64
49,sistranda,no,1522774200,0,44,67.18239599098831,8.416734708459472,39.2,10.29
50,asekeyevo,ru,1522775637,0,90,53.17044427833278,52.602044641781504,34.94,15.23
51,bria,cf,1522775630,8,46,6.638753840662986,22.41276648458053,82.01,7.07
52,luderitz,na,1522771200,88,47,-27.694066481369475,1.7319711476228434,80.6,10.29
53,torbay,ca,1522771200,40,47,36.566766488231394,-44.18877592492613,33.8,11.41
54,dingle,ie,1522775524,12,98,50.14772695593439,-17.230444577455657,72.02,7.4
55,bar harbor,us,1522770960,1,60,43.62911979542167,-67.33820939128921,44.6,17.22
56,kilembe,ug,1522775633,92,100,-0.1353901997265723,30.082824823475107,65.0,3.15
57,busselton,au,1522775061,0,100,-45.33653749858112,83.37208215174411,64.55,17.47
58,namibe,ao,1522775076,92,100,-13.8057810300308,5.340426450579457,79.22,9.98
59,los llanos de aridane,es,1522773000,20,68,28.60472106185256,-25.851564589091993,69.8,9.17
60,karachi,pk,1522772700,0,78,25.23609127096222,66.6518950586437,78.8,4.7
61,kurchum,kz,1522775637,0,74,48.06989427177888,83.5859562815518,23.42,14.0
62,faya,td,1522771200,75,42,21.591012829104102,20.49216736544969,66.2,6.93
63,culebra,us,1522774500,1,20,17.901127453233386,-64.8911210051439,62.6,13.87
64,nandurbar,in,1522775648,0,41,21.34150689707468,74.05422807897469,75.8,4.94
65,challans,fr,1522774800,0,62,46.86966854332482,-2.1783644310379486,57.2,13.87
66,santa ana,pe,1522774200,75,58,-12.564251718286158,-72.49559645688142,82.4,2.24
67,arlit,ne,1522775655,92,25,19.97711596366028,7.440098578191225,86.51,3.83
68,high rock,bs,1522771200,75,78,27.887921477746573,-78.58111099868748,78.8,8.05
69,bela vista,br,1522775657,0,66,-21.84741538209647,-56.59184603827937,86.15,4.61
70,takoradi,gh,1522775659,0,93,-0.9728523598500658,0.971659196551812,83.54,9.86
71,jalu,ly,1522775661,24,33,26.168723909240953,23.562747571712293,70.04,9.86
72,bambous virieux,mu,1522771200,90,83,-34.04856950235745,79.94020120596232,82.4,9.17
73,tiassale,ci,1522775662,20,58,6.109847399502826,-4.799600769828842,86.87,9.19
74,bandarbeyla,so,1522775517,88,100,4.87830255336678,56.86916607130024,81.02,10.2
75,gambela,et,1522775655,0,87,7.457312179774959,34.857134541761226,66.17,2.48
76,taranto,it,1522774500,0,76,40.248172824836416,17.05311651754755,60.8,12.75
77,beyneu,kz,1522775656,0,59,45.36540598689945,54.167968596969956,46.19,14.9
78,bodden town,ky,1522774800,20,66,18.36359221100136,-80.62428500149574,86.0,10.29
79,alta floresta,br,1522771200,75,59,-9.482218577199916,-54.54187426073672,89.6,6.93
80,georgetown,sh,1522771200,75,70,-12.758239465131368,-16.81355489810136,86.0,16.11
81,pankovka,ru,1522775662,0,79,58.635684370154536,31.164296305235013,31.61,10.65
82,punta arenas,cl,1522771200,40,100,-67.93067145116049,-89.54955777755073,44.6,18.34
83,axim,gh,1522775490,0,94,1.2234956264694574,-2.4120629874294934,83.54,13.78
84,jamestown,sh,1522774987,0,84,-14.686314029548015,-6.988456503512111,46.73,5.95
85,ouesso,cg,1522775663,48,65,0.7817544721924037,16.947576636914945,84.89,3.49
86,praia,cv,1522771200,75,48,6.999707264410802,-22.95332929426459,86.0,8.05
87,necochea,ar,1522775503,0,67,-46.772709354942776,-54.84776303708298,75.98,7.63
88,shakhtinsk,kz,1522773000,0,92,49.76828245307627,72.07775335363831,21.2,8.95
89,francia,hn,1522775667,56,46,15.906525485600042,-85.60299395523306,87.23,2.15
90,khakhea,bw,1522775667,88,54,-24.71016110374387,23.286627101166886,72.74,7.18
91,bathsheba,bb,1522771200,40,66,12.952558915605152,-52.64345412257949,86.0,18.34
92,coquimbo,cl,1522771200,0,60,-29.268317419633917,-86.25255317872733,68.0,5.82
93,porto de moz,br,1522775680,100,92,-1.8301099392432718,-52.25950594410137,78.59,0.69
94,ponta do sol,cv,1522775015,48,91,23.633755796758578,-31.555995983595828,76.61,6.96
95,krasnovishersk,ru,1522775674,48,85,60.222761241906966,57.70567996779849,33.95,16.02
96,pimentel,pe,1522775674,36,77,-8.330064420355711,-82.93137437226355,85.7,3.6
97,cape town,za,1522771200,0,68,-56.57985861420997,-7.854137928739547,71.6,13.87
98,chuy,uy,1522775675,56,93,-42.437398332924914,-43.76649865143981,71.66,7.63
99,la rioja,ar,1522775676,0,52,-28.97446013275777,-67.53242812170407,82.55,4.61
100,codrington,ag,1522775041,100,84,19.44377172775134,-57.6060780119868,65.99,4.16
101,kalevala,ru,1522775676,88,80,64.96076525958378,31.635104093220335,27.65,12.1
102,dom pedrito,br,1522772100,40,54,-31.817564724727873,-55.001139989551184,78.8,5.82
103,raudeberg,no,1522774200,75,69,65.08042685734227,2.428672598785525,37.4,17.22
104,male,mv,1522775680,0,79,4.891580191970775,74.77579435214062,28.55,2.93
105,mangaratiba,br,1522771200,40,62,-25.119154761904156,-43.51115373861919,91.4,10.29
106,dingli,mt,1522773900,20,82,35.12451297802875,13.717458626662989,59.0,14.99
107,chakwal,pk,1522775683,0,89,33.18451663235294,72.76661558285707,67.52,3.15
108,chapais,ca,1522771200,1,50,49.972235603069095,-76.02237518697123,8.6,3.36
109,salalah,om,1522770600,20,78,14.458680247684441,59.19645217212846,80.6,6.93
110,sao filipe,cv,1522775476,0,93,12.286996282142667,-32.84754205232918,71.48,14.0
111,arkadak,ru,1522775690,92,96,51.737720839198374,43.423810643699454,32.87,3.38
112,saint-paul,re,1522774800,92,63,-20.27541663432055,52.94889651079902,60.8,10.29
113,pisco,pe,1522771200,0,64,-14.990930181179039,-80.13995292644056,75.2,8.05
114,pangnirtung,ca,1522771200,75,94,67.85504494097643,-63.288748682055434,32.0,11.41
115,kasongo,cd,1522775701,80,88,-4.096644724724257,26.31539577683533,73.1,2.15
116,sorland,no,1522774200,0,68,73.23494078981054,9.542464553655805,33.8,6.93
117,sambava,mg,1522775510,76,100,-10.906811103004372,52.77325021209205,80.3,18.25
118,carnarvon,au,1522775698,88,54,-25.27085421575498,88.30549335372524,68.87,5.84
119,santa cruz,cr,1522774500,1,76,7.149433409176567,-89.20955053408935,57.2,3.38
120,boa vista,br,1522774800,90,70,0.5963044481455313,-60.64411770532172,82.4,8.05
121,tazovskiy,ru,1522775712,36,65,66.89453238276013,79.47740084469575,-8.09,8.97
122,emba,kz,1522774800,0,77,48.03204617151596,58.71186007959682,64.4,4.7
123,nalut,ly,1522775722,48,20,30.581489466796143,10.269308969537278,82.19,10.76
124,chimbote,pe,1522775715,12,86,-10.371232283545027,-81.42533232207933,73.55,5.61
125,ous,ru,1522775715,48,74,60.22751286734734,61.68841433477499,37.91,9.98
126,presidente dutra,br,1522775716,8,79,-5.148775924713476,-43.978297147533596,87.59,3.71
127,husavik,is,1522775726,0,100,81.01396179629842,-7.078597706697224,17.12,4.72
128,gacko,ba,1522774800,0,79,43.0055872282494,18.71868261415466,62.6,3.36
129,riyadh,sa,1522773240,75,32,24.830806054296858,45.78317694932116,80.6,17.22
130,iqaluit,ca,1522772400,90,78,57.810716095798796,-73.39024845968163,14.0,25.28
131,margate,za,1522774800,75,62,-33.68513490979524,32.50965530625862,57.2,1.12
132,senanga,zm,1522775520,12,46,-16.53364496217486,22.899080750356504,76.7,6.96
133,natal,br,1522771200,20,62,-3.786518149378878,-30.758678782384266,87.8,16.11
134,abohar,in,1522775456,0,67,30.14601911888596,74.22119530211734,77.42,8.63
135,ihtiman,bg,1522774800,0,47,42.43937898733961,23.851435479676937,59.0,11.41
136,comodoro rivadavia,ar,1522773600,40,82,-45.063385370849005,-69.42791542358466,59.0,9.17
137,bonavista,ca,1522775728,8,98,50.71504973299011,-47.226713388173806,26.39,22.5
138,pachino,it,1522774200,0,59,35.83927408074507,16.018338577592388,60.8,9.17
139,mehamn,no,1522774200,80,93,75.04436026807576,27.396105256179595,32.0,34.45
140,katsina,ng,1522775729,0,19,12.552261134134056,7.269645825596541,89.57,6.17
141,kintampo,gh,1522775730,36,71,8.045905791559278,-1.803514476819032,80.93,8.52
142,jizan,sa,1522771200,20,58,17.180599877649996,41.557658254033896,87.8,4.7
143,diffa,ne,1522775733,0,18,15.164428480747858,12.176235268046995,85.52,5.95
144,pontes e lacerda,br,1522775733,56,91,-14.876502942222174,-60.53535837695025,81.92,3.71
145,sao joaquim,br,1522775743,64,100,-28.511714614015744,-50.098062236961965,64.37,3.94
146,mezdra,bg,1522774800,0,47,43.101020058284234,23.710601125776876,59.0,11.41
147,nanortalik,gl,1522775141,8,100,58.81661900164889,-43.472872881072504,33.77,18.03
148,saldanha,za,1522775735,92,91,-43.0024306351624,-0.09831066980967762,47.09,17.02
149,asyut,eg,1522771200,0,34,25.40611060882324,28.750627607740142,78.8,23.04
150,gobabis,na,1522771200,64,41,-22.181517184839635,18.62690904480219,75.2,1.12
151,havoysund,no,1522774200,90,100,76.16698153762997,24.39423611524063,32.0,24.16
152,sevierville,us,1522774380,90,72,35.45979260489872,-83.55710825769226,66.2,5.82
